,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
774,1973,0,0,3,0,0,0,0,1935,0,1,2,895,3,2006.0,1973,0,1,14226,110.0,0,375.0,0,7,20,45,5,8,0,395000,0,1935,9,315,2006,2006,2007,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,1Story,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
775,1204,0,0,2,866,0,1,0,338,0,0,2,412,2,1998.0,1204,0,1,4500,32.0,0,320.0,0,6,120,247,5,6,0,162000,0,1204,5,0,1998,1998,2009,Grvl,TwnhsE,TA,No,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,FR2,Reg,BrkFace,Shed,RM,Mitchel,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
776,1614,0,0,3,20,0,0,0,1594,0,0,2,865,3,2005.0,1614,0,1,11210,86.0,0,240.0,0,7,20,59,5,7,0,221500,0,1614,7,144,2005,2006,2006,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
777,894,0,0,3,762,0,1,0,102,0,1,1,440,2,1974.0,894,0,1,13350,100.0,0,0.0,0,6,20,0,5,5,0,142500,0,864,5,241,1974,1974,2006,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Fa,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,Sawyer,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
778,2020,0,0,4,0,0,0,0,0,0,2,2,630,2,1977.0,2020,0,2,8400,60.0,0,320.0,0,10,90,0,5,5,0,144000,0,0,10,0,1977,1977,2007,Grvl,Duplex,TA,No,Unf,Unf,TA,Y,Feedr,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,Slab,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RH,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
779,1004,0,0,2,975,0,1,0,0,0,0,1,504,2,1977.0,1004,0,1,10530,78.0,0,90.0,0,5,90,0,5,6,0,135000,0,975,4,0,1977,1977,2006,Grvl,Duplex,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,Plywood,ImStucc,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,SFoyer,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
780,1253,0,0,3,0,0,0,0,1237,0,1,2,402,2,1995.0,1253,0,1,7875,63.0,0,38.0,0,6,20,21,5,7,0,176000,0,1237,6,220,1995,1996,2007,Grvl,1Fam,Gd,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
781,810,793,0,3,387,0,0,0,374,0,0,2,484,2,1992.0,1603,1,1,7153,65.0,0,0.0,0,7,60,124,5,6,0,175900,0,761,7,0,1992,1992,2006,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
782,1430,0,0,3,0,0,0,0,1413,0,0,2,605,2,2001.0,1430,0,1,16285,67.0,0,0.0,0,6,20,33,5,7,0,187100,0,1413,6,0,2001,2002,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR2,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
783,1110,0,0,1,1097,0,1,0,0,0,1,1,602,2,1978.0,1110,0,1,9101,70.04995836802665,0,104.0,0,7,85,30,6,5,0,165500,0,1097,4,303,1978,1978,2009,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,Plywood,Plywood,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,SFoyer,Gd,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
784,742,742,0,3,0,0,0,0,742,134,1,2,0,0,1978.5061638868744,1484,0,1,6300,35.0,0,0.0,0,6,75,291,6,6,0,128000,0,742,9,0,1914,2001,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Shng,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,2.5Unf,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
785,1342,0,0,3,251,630,0,0,491,0,1,2,457,2,1967.0,1342,0,1,9790,70.04995836802665,0,0.0,0,9,20,0,5,6,0,161500,197,1372,7,0,1967,1967,2009,Grvl,1Fam,TA,No,Rec,LwQ,TA,Y,Feedr,Norm,SBrkr,TA,BrkFace,Wd Sdng,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NWAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
786,966,686,0,4,686,0,1,0,0,196,0,2,416,1,1961.0,1652,0,1,10800,60.0,0,0.0,1200,6,50,0,6,5,0,139000,0,686,7,0,1915,1950,2010,Grvl,1Fam,TA,No,LwQ,Unf,Fa,Y,Artery,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
787,956,1128,0,4,656,0,1,0,300,0,0,2,618,2,2004.0,2084,1,1,10142,76.0,0,0.0,0,1,60,45,5,7,0,233000,0,956,8,0,2004,2004,2010,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
788,901,0,0,2,0,0,0,0,901,0,0,1,281,1,1954.0,901,0,1,6000,50.0,0,0.0,0,8,20,0,7,4,0,107900,0,901,4,0,1954,2000,2008,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,Fa,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
789,976,1111,0,5,568,0,0,0,264,0,0,2,444,2,1966.0,2087,1,1,12205,70.04995836802665,0,157.0,0,7,60,168,8,6,0,187500,0,832,9,133,1966,2007,2007,Grvl,1Fam,Fa,Gd,LwQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,Gd,Low,Gtl,Inside,IR1,BrkFace,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
790,1145,0,0,2,16,0,0,0,1129,0,1,2,397,2,2005.0,1145,0,1,3182,43.0,0,11.0,0,9,120,16,5,7,0,160200,0,1145,5,100,2005,2006,2009,Grvl,TwnhsE,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Blmngtn,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
791,1062,0,0,3,539,0,1,0,490,0,2,1,539,2,1976.0,1062,0,1,11333,70.04995836802665,0,0.0,0,5,80,0,5,6,0,146800,0,1029,5,120,1976,1976,2007,Grvl,1Fam,TA,Av,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,PConc,Typ,TA,RFn,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Corner,IR1,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
792,1127,886,0,3,862,0,1,0,255,0,1,2,455,2,1997.0,2013,1,1,9920,92.0,0,0.0,0,6,60,130,5,7,0,269790,0,1117,8,180,1996,1997,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,TA,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,2Story,TA,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,NoRidge,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
793,1496,0,0,3,0,0,0,0,1496,0,0,2,474,2,2007.0,1496,0,1,9158,76.0,0,140.0,0,6,20,130,5,8,0,225000,0,1496,7,168,2007,2007,2007,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
794,1086,809,0,3,0,0,0,0,712,0,1,2,409,2,1994.0,1895,1,1,10832,70.04995836802665,0,0.0,500,10,60,46,5,7,0,194500,0,712,7,143,1994,1996,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
795,888,676,0,3,0,0,0,0,650,0,1,2,476,2,1980.0,1564,1,1,8400,70.0,0,130.0,0,4,60,50,6,6,0,171000,204,650,7,0,1980,1981,2010,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,2Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
796,1285,0,0,3,0,0,0,0,660,0,1,1,528,2,1977.0,1285,1,1,8197,71.0,0,148.0,0,4,20,0,5,6,0,143500,0,660,7,138,1977,1977,2007,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
797,773,0,0,2,570,0,0,0,203,0,0,1,240,1,1953.0,773,0,1,7677,57.0,0,0.0,0,4,20,0,5,5,0,110000,0,773,4,0,1953,1953,2008,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
798,1966,1174,0,4,0,0,0,0,1926,0,2,3,820,3,2009.0,3140,1,1,13518,104.0,0,860.0,0,7,60,78,5,9,0,485000,0,1926,11,144,2008,2009,2009,Grvl,1Fam,TA,No,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Ex,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
799,981,787,0,3,569,0,1,0,162,264,2,1,240,1,1939.0,1768,1,1,7200,60.0,0,252.0,0,6,50,0,7,5,0,175000,0,731,7,0,1937,1950,2007,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Feedr,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,TA,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,1.5Fin,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,SWISU,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
800,616,1072,0,4,462,0,1,0,154,185,0,2,603,2,1997.0,1688,1,1,12798,79.0,0,0.0,400,5,60,114,5,6,0,200000,0,616,8,403,1997,1997,2008,Grvl,1Fam,TA,Gd,GLQ,Unf,Gd,Y,Feedr,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Gd,2Story,Gd,HLS,Mod,Inside,IR1,None,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
801,1196,0,0,2,197,0,1,0,999,0,0,1,440,2,1957.0,1196,0,1,4800,40.0,0,0.0,0,7,30,0,7,4,0,109900,0,1196,5,0,1916,1990,2007,Grvl,1Fam,TA,No,LwQ,Unf,TA,Y,Norm,Norm,FuseA,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,IDOTRR,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
802,728,728,0,3,648,0,1,0,80,0,1,2,410,2,2005.0,1456,1,1,8199,63.0,0,0.0,0,10,60,18,5,7,0,189000,0,728,7,36,2005,2005,2008,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,WdShing,Wd Shng,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
803,1734,1088,0,4,0,0,0,0,1734,0,1,3,1020,3,2009.0,2822,1,1,13891,107.0,0,424.0,0,1,60,170,5,9,0,582933,192,1734,12,52,2008,2009,2009,Grvl,1Fam,TA,Gd,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Ex,MnPrv,Gd,PConc,Typ,TA,RFn,TA,BuiltIn,GasA,Ex,2Story,Ex,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
804,1128,0,0,2,812,0,0,0,124,0,0,1,286,1,1954.0,1128,0,1,9000,75.0,0,0.0,0,6,20,0,5,5,0,118000,0,936,5,0,1954,1954,2006,Grvl,1Fam,TA,No,LwQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,GdWo,Gd,CBlock,Min1,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Family,WD,Pave,AllPub
805,1428,0,0,3,0,0,0,0,1417,0,0,2,554,2,2008.0,1428,0,1,12274,91.0,0,256.0,0,7,20,60,5,7,0,227680,0,1417,6,0,2008,2008,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Ex,Lvl,Gtl,FR2,IR1,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
806,980,0,0,3,400,480,0,0,100,0,0,2,384,1,1967.0,980,0,1,9750,75.0,0,0.0,0,10,80,0,5,5,0,135500,0,980,6,68,1967,1967,2006,Grvl,1Fam,TA,Av,ALQ,Rec,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,SLvl,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
807,1072,504,0,3,1309,0,2,0,15,0,1,1,528,2,1923.0,1576,1,1,21384,144.0,0,0.0,0,5,70,312,6,5,0,223500,0,1324,6,0,1923,2004,2009,Grvl,1Fam,TA,Gd,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,TA,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
808,1086,0,0,3,516,128,1,0,380,0,1,1,484,2,1966.0,1086,0,1,13400,85.0,0,1047.0,0,6,80,0,5,5,0,159950,0,1024,6,0,1966,1966,2006,Grvl,1Fam,TA,Av,ALQ,BLQ,TA,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdWo,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
809,1075,1063,0,2,0,0,0,0,849,0,0,2,360,2,1910.0,2138,0,3,8100,90.0,0,0.0,0,11,75,156,5,5,0,106000,0,849,11,40,1898,1965,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,N,Norm,Norm,FuseA,TA,AsbShng,AsbShng,TA,MnPrv,Gd,PConc,Typ,Po,Unf,Fa,Detchd,GasA,TA,2.5Unf,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,OldTown,N,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
810,1309,0,0,3,663,377,1,0,0,0,1,1,484,2,1974.0,1309,1,1,10140,78.0,0,99.0,0,1,20,0,6,6,648,181000,0,1040,5,265,1974,1999,2006,Grvl,1Fam,TA,No,ALQ,LwQ,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,GdPrv,Fa,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Fa,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NWAmes,Y,Fa,CompShg,Hip,Normal,WD,Pave,AllPub
811,848,0,0,1,662,0,1,0,186,0,1,1,420,2,2004.0,848,0,1,4438,70.04995836802665,0,169.0,0,6,120,0,5,6,0,144500,0,848,4,140,2004,2004,2008,Grvl,TwnhsE,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RM,CollgCr,Y,Gd,CompShg,Gable,Normal,ConLD,Pave,AllPub
812,1044,0,0,2,0,0,0,0,540,0,0,1,504,2,1952.0,1044,0,1,8712,66.0,0,0.0,54,6,20,0,5,5,0,55993,0,540,4,0,1952,1952,2010,Grvl,1Fam,TA,Av,Unf,Unf,TA,N,Norm,Norm,FuseA,TA,Wd Sdng,Wd Sdng,Fa,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Basment,GasA,TA,1Story,Fa,Bnk,Mod,Inside,Reg,None,Shed,C (all),IDOTRR,N,Gd,CompShg,Hip,Alloca,WD,Grvl,AllPub
813,1442,0,0,4,608,0,0,0,834,275,0,1,301,1,1958.0,1442,1,1,9750,75.0,0,243.0,500,4,20,0,6,6,0,157900,0,1442,7,0,1958,1958,2007,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,COD,Pave,AllPub
814,686,564,0,3,0,0,0,1,686,96,0,1,280,1,1955.0,1250,1,1,8248,45.0,0,0.0,0,7,50,0,7,5,0,116000,0,686,7,207,1918,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Stucco,Stucco,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasW,Gd,1.5Fin,Fa,Lvl,Gtl,Inside,Reg,None,Shed,RL,Edwards,P,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
815,1661,0,0,3,0,0,0,0,1649,0,0,2,598,2,1998.0,1661,0,1,12137,48.0,0,442.0,0,5,20,34,5,7,0,224900,0,1649,6,0,1998,1998,2010,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,CulDSac,IR2,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
816,1008,0,0,2,486,0,0,0,522,120,1,1,275,1,1954.0,1008,0,1,11425,70.04995836802665,0,0.0,0,7,20,0,6,5,0,137000,0,1008,4,0,1954,1954,2006,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,BrkFace,BrkFace,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Corner,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
817,1689,0,0,3,1218,0,1,0,350,0,2,2,857,3,2002.0,1689,0,1,13265,70.04995836802665,0,148.0,0,7,20,59,5,8,0,271000,0,1568,7,150,2002,2002,2008,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,CulDSac,IR1,BrkFace,Shed,RL,Mitchel,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
818,1052,0,0,3,504,0,1,0,506,0,0,1,440,2,1971.0,1052,0,1,8816,80.0,0,80.0,0,6,80,0,7,6,0,155000,0,1010,6,0,1971,1971,2010,Grvl,1Fam,TA,Av,GLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,SLvl,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
819,1358,0,0,2,733,0,1,0,625,0,1,2,484,2,2010.0,1358,0,1,6371,44.0,0,128.0,0,6,120,35,5,7,0,224000,0,1358,6,192,2009,2010,2010,Grvl,TwnhsE,TA,Mn,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
820,798,842,0,3,0,0,0,0,798,0,0,2,595,2,2003.0,1640,1,1,7226,72.0,0,0.0,0,6,60,45,5,7,0,183000,0,798,6,0,2003,2003,2008,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,CulDSac,IR1,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
821,936,0,0,2,0,0,0,0,936,112,0,1,576,2,1974.0,936,0,1,6000,60.0,0,0.0,0,2,20,32,4,4,0,93000,0,936,4,0,1953,1953,2009,Pave,2fmCon,TA,No,Unf,Unf,Fa,N,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Fa,MnPrv,Gd,CBlock,Min2,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Bnk,Mod,Inside,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
822,847,886,0,3,0,0,0,0,847,0,1,2,433,2,2003.0,1733,1,1,12394,70.04995836802665,0,0.0,0,10,60,48,5,7,0,225000,0,847,7,100,2003,2003,2007,Grvl,1Fam,TA,Gd,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,IR1,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Family,WD,Pave,AllPub
